Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description
26,Gabumon (Blk),Rookie,Virus,Fire,5,1,950,83,99,89,74,91,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP."
26,Gabumon (Blk),Rookie,Virus,Fire,5,1,950,83,99,89,74,91,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target."
26,Gabumon (Blk),Rookie,Virus,Fire,5,1,950,83,99,89,74,91,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Wolkenapalm I,3,Physical,65,Yes,"Physical attack, 65 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Wolkenapalm II,6,Physical,85,Yes,"Physical attack, 85 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Wolkenapalm III,9,Physical,105,Yes,"Physical attack, 105 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Burst Flame I,3,Magic,55,Yes,"Magic attack, 55 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Burst Flame II,6,Magic,75,Yes,"Magic attack, 75 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Burst Flame III,9,Magic,95,Yes,"Magic attack, 95 Fire damage to one foe. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Meteor Fall I,4,Physical,30,Yes,"Physical attack, 30 Fire damage to all foes. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Meteor Fall II,7,Physical,45,Yes,"Physical attack, 45 Fire damage to all foes. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Meteor Fall III,10,Physical,75,Yes,"Physical attack, 75 Fire damage to all foes. 95% accuracy."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Panic Wisp,10,Magic,30,Yes,"Magic attack, 30 Fire damage to one foe. Inflicts Panic status effect."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Pepper Breath,5,Physical,70,No,"Physical attack, 70 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Spitfire Blast,5,Physical,35,No,"Physical attack, 35 Fire damage to all foes. 10% chance of increasing ATK by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Blue Blaster,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of reducing target's DEF by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Goblin Strike,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of stunning target."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Plastic Blaze,5,Physical,60,No,"Physical attack, 60 Fire damage to one foe. 10% chance of reducing target's INT by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Spiral Twister,5,Magic,55,No,"Magic attack, 55 Fire damage to one foe. 10% chance of increasing INT by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Harpoon Torpedo,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Always hits."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,D-Grenade,10,Physical,40,No,"Physical attack, 40 Fire damage to all foes. Always hits."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Fox Fire,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing SPD by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Will-o'-Wisp,10,Magic,30,No,"Magic attack, 30 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Exhaust Flame,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing ATK by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Mega Flame,10,Physical,95,No,"Physical attack, 95 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Bit Fire,10,Physical,30,No,"3 physical attacks, 30 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Hyper Heat,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of reducing target's DEF by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Mega Burst,10,Physical,45,No,"Physical attack, 45 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Hyper Cannon,10,Physical,200,No,"Physical attack, 200 Fire damage to one foe. Cannot move from recoil for one turn."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Fire Breath,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Tends to critical more often."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Meteor Wing,10,Magic,25,No,"Magic attack, 25 Fire damage to all foes. 10% chance of increasing SPD by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,V-Nova Blast,10,Physical,105,No,"Physical attack, 105 Fire damage to one foe. After use, receive 5% HP damage from recoil."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Burning Fist,10,Physical,80,No,"Physical attack, 80 Fire damage to one foe. 30% chance of increasing ATK by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Spider Shooter,15,Physical,30,No,"4 physical attacks, 30 Fire damage to one foe. 5% chance of reducing target's DEF by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Shadow Wing,15,Magic,65,No,"Magic attack, 65 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Genocidal Gears,15,Physical,60,No,"Physical attack, 60 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Oblivion Bird,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of reducing target's DEF by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Heavy Metal Fire,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of increasing DEF by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Digital Bomb,15,Magic,80,No,"Magic attack, 80 Fire damage to one foe. 5% chance of reducing base stats by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Pit Bomb,15,Magic,105,No,"Magic attack, 105 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Cold Flame,15,Physical,100,No,"Physical attack, 100 Fire damage to one foe. 10% chance of increasing INT by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Smile Bomber,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Always hits."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Genocide Attack,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Tends to critical more often."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Giga Destroyer,15,Physical,115,No,"Physical attack, 115 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Trident Revolver,15,Physical,40,No,"3 physical attacks, 40 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Terra Force,20,Physical,90,No,"Physical attack, 90 Fire damage to all foes. 30% chance of increasing ATK by 20%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Will-O'-Wisp Slash,20,Physical,65,No,"2 physical attacks, 65 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Quake!Blast!Fire!Father!,25,Physical,35,No,"4 physical attacks, 35 Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,GeoGrey Sword,20,Physical,130,No,"Physical attack, 130 Fire damage to one foe. Increases ATK by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Burst Shot,20,Physical,50,No,"2 physical attacks, 50 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Catastrophe Cannon,20,Physical,80,No,"3 physical attacks, 80 Fire damage to a foe. Cannot move from recoil for one turn."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Flame Inferno,25,Magic,90,No,"Magic attack, 90 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Starlight Explosion,20,Magic,80,No,"Magic attack, 80 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Final Shining Burst,20,Physical,200,No,"Physical attack, 200 Fire damage to all foes. Decreases ATK by 10%."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Transcendent Sword,30,Physical,115,No,"Physical attack, 115 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Flaming Fist,10,Physical,50,No,"Physical attack, 50 Fire damage to all foes."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Great Tornado,40,Physical,0,No,"DEF-penetrating attack, double Fire damage to one foe."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Dragonic Impact,50,Physical,100,No,"Physical attack, 100 Fire damage to all foes. Also knocks back targets."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target."
27,Guilmon,Rookie,Virus,Fire,5,1,1050,69,133,74,54,101,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Saint Knuckle I,3,Physical,65,Yes,"Physical attack, 65 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Saint Knuckle II,6,Physical,85,Yes,"Physical attack, 85 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Saint Knuckle III,9,Physical,105,Yes,"Physical attack, 105 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Holy Light I,3,Magic,55,Yes,"Magic attack, 55 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Holy Light II,6,Magic,75,Yes,"Magic attack, 75 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Holy Light III,9,Magic,95,Yes,"Magic attack, 95 Light damage to one foe. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Shining Laser I,4,Magic,20,Yes,"Magic attack, 20 Light damage to all foes. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Shining Laser II,7,Magic,35,Yes,"Magic attack, 35 Light damage to all foes. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Shining Laser III,10,Magic,65,Yes,"Magic attack, 65 Light damage to all foes. 95% accuracy."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Support End,10,Magic,30,Yes,"Magic attack, 30 Light damage to one foe. Prevents the use of support skills."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Blinding Ray,5,Magic,65,No,"Magic attack, 65 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Puppy Howl,10,Magic,0,No,"INT-penetrating attack, Light damage to one foe. 10% chance of paralyzing target."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Grand Cross,30,Physical,0,No,"INT-penetrating attack, Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Vee Laser,10,Physical,95,No,"Physical attack, 95 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Heaven's Knuckle,10,Physical,80,No,"Physical attack, 80 Light damage to one foe. 10% chance of increasing ATK & INT by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Golden Rush,10,Physical,10,No,"2 physical attacks, 10 Light damage to all foes. 1% chance of instantly killing target."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Sunshine Beam,10,Magic,80,No,"Magic attack, 80 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Celestial Arrow,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. Always hits."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Disaster Blaster,15,Magic,65,No,"Magic attack, 65 Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Superstar Uppercut,15,Physical,110,No,"Physical attack, 110 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Death Parade Blaster,15,Physical,40,No,"2 physical attacks, 40 Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Heaven's Gate,15,Magic,100,No,"Magic attack, 100 Light damage to one foe. 10% chance of instantly killing target."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Savage Emperor,15,Magic,105,No,"Magic attack, 105 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Blade of the Dragon King,25,Physical,30,No,"3-6 physical attacks, 30 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,The Ray of Victory,25,Physical,100,No,"Physical attack, 100 Light damage to all. Always hits. 10% chance increasing SPD by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Positron Laser,20,Physical,150,No,"Physical attack, 150 Light damage to one foe."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Eden's Javelin,20,Magic,120,No,"Magic attack, 120 Light damage to one foe. 30% chance of increasing INT by 20%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Heaven's Judgment,20,Magic,90,No,"Magic attack, 90 Light damage to all foes. Tends to critical more often."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Amethyst Mandala,20,Magic,70,No,"Magic attack, 70 Light damage to all foes. Cancel target's positive effects."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Bifrost,25,Magic,120,No,"Magic attack, 120 Light damage to one foe. Increases SPD by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Strike of the Seven Stars,20,Magic,15,No,"7 magic attacks, 15 Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Good Night Moon,20,Magic,125,No,"Magic attack, 125 Light damage to one foe. Puts target to sleep."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Lightning Joust,25,Physical,140,No,"Physical attack, 140 Light damage to one foe. 30% chance of increasing DEF by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Extinction Wave,25,Magic,80,No,"Magic attack, 80 Light damage to all foes. Always hits."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Flashy Boss Punch,20,Physical,130,No,"Physical attack, 130 Light damage to one foe. 50% chance of stunning target."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Fire Tornado,20,Magic,80,No,"Magic attack, 80 Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Full Moon Blaster,20,Physical,135,No,"Physical attack, 135 Light damage to one foe. Always hits."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Seven's Fantasia,20,Magic,75,No,"Magic attack, 75 Light damage to all foes. 20% chance of confusing target."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Full Moon Meteor Impact,20,Physical,120,No,"Physical attack, 120 Light damage to one foe. 30% chance of stunning and tends to critical."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Aguichant L\E8vres,30,Magic,0,No,INT-penetrating Light attack on one foe and absorbs 50% of the damage as HP.
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Divine Atonement,30,Magic,105,No,"Magic attack, 105 Light damage to all foes."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,S-Gold Solar Storm,25,Magic,75,No,"Magic attack, 75 Light damage to all foes. Increases DEF by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Golden Triangle,20,Magic,110,No,"Magic attack, 110 Light damage to one foe. Increases base stats by 10%."
28,Kudamon,Rookie,Vaccine,Light,5,1,590,128,53,74,117,105,Shield of the Just,25,Magic,115,No,"Magic attack, 115 Light damage to one foe. Always hits. Cancels negative effects on itself."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Destruction Cannon I,3,Physical,65,Yes,"Physical attack, 65 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Destruction Cannon II,6,Physical,85,Yes,"Physical attack, 85 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Destruction Cannon III,9,Physical,105,Yes,"Physical attack, 105 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Nightmare I,3,Magic,55,Yes,"Magic attack, 55 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Nightmare II,6,Magic,75,Yes,"Magic attack, 75 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Nightmare III,9,Magic,95,Yes,"Magic attack, 95 Dark damage to one foe. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Hell Crusher I,4,Magic,20,Yes,"Magic attack, 20 Dark damage to all foes. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Hell Crusher II,7,Magic,35,Yes,"Magic attack, 35 Dark damage to all foes. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Hell Crusher III,10,Magic,65,Yes,"Magic attack, 65 Dark damage to all foes. 95% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Destruction,10,Physical,40,Yes,"Physical attack, 40 Dark damage to one foe. 10% chance to inflict Death."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Crazy Giggle,5,Physical,75,No,"Physical attack, 75 Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Shiny Ring,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Alwatys hits."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Cog Crusher,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Always hits."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Demi Darts,5,Physical,20,No,"Physical attack, 20 Dark damage to all foes, absorbs 5% into HP."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Pummel Whack,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Data Crusher,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe. 5% chance of instantly killing target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Night Raid,15,Magic,65,No,"Magic attack, 65 Dark damage to all foes, absorbs 15% into HP."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Love Serenade,30,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 15% chance of paralyzing target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Talisman of Light,15,Magic,105,No,"Magic attack, 105 Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Dark Pupil,15,Physical,110,No,"Physical attack, 110 Dark damage to one foe. 20% chance of poisoning target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Unidentified Flying Kiss,15,Magic,95,No,"Magic attack, 95 Dark damage to one foe. 15% chance of dotting target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Darkness Wave,15,Magic,35,No,"2 magic attacks, 35 Dark damage to all foes."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Megadeath,20,Magic,95,No,"Magic attack, 95 Dark damage to all foes."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Venom Infusion,20,Physical,135,No,"Physical attack, 135 Dark damage to one foe. 30% chance of poisoning target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Demonic Disaster,25,Physical,140,No,"Physical attack, 140 Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Taizoukai Mandala,20,Magic,70,No,"Magic attack, 70 Dark damage to all foes. Cancel target's positive effects."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Pandemonium Lost,25,Magic,80,No,"Magic attack, 80 Dark damage to all foes, absorbs 20% into HP."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Dark Terra Force,20,Physical,100,No,"Physical attack, 100 Dark damage to all foes. 30% chance of increasing DEF by 20%."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Double Impact,25,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. 90% accuracy."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Eternal Nightmare,50,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 50% chance of putting target to sleep."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Banana Slip,20,Magic,115,No,"Magic attack, 115 Dark damage to one foe. 80% chance of stunning target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Phantom Pain,50,Magic,0,No,"INT-penetrating attack, triple Dark damage to one foe. 35% chance of poisoning target."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Spiral Masquerade,25,Physical,30,No,"4 physical attacks, 30 Dark damage to one foe. 30% chance of increasing SPD by 20%."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Corona Destroyer,50,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe. Absorbs 20% of the damage as HP."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Dark Roar,15,Physical,130,No,"Physical attack, 130 Dark damage to one foe. 90% accuracy, tends to critical more often."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Mourning Dance,20,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. Damage tends to fluctuate."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Gift of Darkness,60,Physical,0,No,"DEF-penetrating attack, triple Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Judecca Prison,25,Magic,115,No,"Magic attack, 115 Dark damage to one foe. Always hits and undoes any stat reductions."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Black Aura Blast,25,Magic,110,No,"Magic attack, 110 Dark damage to one foe. Decrease target's DEF by 10%"
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Black Tornado,40,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe."
29,Keramon,Rookie,Free,Dark,5,1,1030,74,123,69,61,101,Dark Prominence,30,Magic,0,No,INT-penetrating Dark attack to one foe. 50% chance of crystallizing target.
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Comet Hammer I,3,Physical,65,Yes,"Physical attack, 65 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Comet Hammer II,6,Physical,85,Yes,"Physical attack, 85 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Comet Hammer III,9,Physical,105,Yes,"Physical attack, 105 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Grand Rock I,3,Magic,55,Yes,"Magic attack, 55 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Grand Rock II,6,Magic,75,Yes,"Magic attack, 75 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Grand Rock III,9,Magic,95,Yes,"Magic attack, 95 Earth damage to one foe. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Awesome Quake I,4,Physical,30,Yes,"Physical attack, 30 Earth damage to all foes. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Awesome Quake II,7,Physical,45,Yes,"Physical attack, 45 Earth damage to all foes. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Awesome Quake III,10,Physical,75,Yes,"Physical attack, 75 Earth damage to all foes. 95% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Shock,10,Physical,40,Yes,"Physical attack, 40 Earth damage to one foe. Inflicts Stun status effect."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Diamond Shell,5,Physical,60,No,"Physical attack, 60 Earth damage to one foe. 10% chance of increasing DEF by 10%."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Rock Breaker,5,Physical,70,No,"Physical attack, 70 Earth damage to one foe."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Rock Fist,5,Physical,65,No,"Physical attack, 65 Earth damage to one foe. 10% chance of increasing DEF by 10%."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Fifth Rush,5,Physical,20,No,"5 physical attacks, 20 Earth damage to one foe. 80% accuracy."
30,Gotsumon,Rookie,Data,Earth,5,1,790,79,93,118,90,72,Tail Hammer,10,Physical,85,No,"Physical attack, 85 Earth damage to one foe. 15% chance of stunning target."
