Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description,Efficiency
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Fist of the Beast King,10,Physical,95,No,"Physical attack, 95 Earth damage to one foe.",9.5
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Metal Meteor,15,Physical,115,No,"Physical attack, 115 Earth damage to one foe.",7.666666666666667
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Full Moon Kick,15,Physical,110,No,"Physical attack, 110 Earth damage to one foe. 30% chance of increasing SPD by 10%.",7.333333333333333
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Destruction Crush,20,Magic,80,No,"Magic attack, 80 Earth damage to all foes.",4.0
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Howling Crusher,20,Physical,65,No,"2 physical attacks, 65 Earth damage to one foe.",3.25
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Soul Core Attack,40,Physical,0,No,"DEF-penetrating attack, double Earth damage to one foe.",0.0
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Vulcan Crusher,30,Physical,145,No,"Physical attack, 145 Earth damage to one foe. 35% chance of stunning target. 95% accuracy.",4.833333333333333
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Puppet Pummel,20,Physical,125,No,"Physical attack, 125 Earth damage to one foe. 25% chance of stunning target.",6.25
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Platinum Junk,20,Physical,30,No,"4 physical attacks, 30 Earth damage to one foe. 30% chance of reducing target's ATK by 10%.",1.5
57,Ankylomon,Champion,Free,Earth,6,2,1330,98,89,133,79,79,Table Flip,25,Physical,100,No,"Physical attack, 100 Earth damage to all foes. 70% accuracy. Tends to critical more often.",4.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ice Archery I,3,Physical,65,Yes,"Physical attack, 65 Water damage to one foe. 95% accuracy.",21.666666666666668
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ice Archery II,6,Physical,85,Yes,"Physical attack, 85 Water damage to one foe. 95% accuracy.",14.166666666666666
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ice Archery III,9,Physical,105,Yes,"Physical attack, 105 Water damage to one foe. 95% accuracy.",11.666666666666666
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Hydro Water I,3,Magic,55,Yes,"Magic attack, 55 Water damage to one foe. 95% accuracy.",18.333333333333332
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Hydro Water II,6,Magic,75,Yes,"Magic attack, 75 Water damage to one foe. 95% accuracy.",12.5
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Hydro Water III,9,Magic,95,Yes,"Magic attack, 95 Water damage to one foe. 95% accuracy.",10.555555555555555
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ocean Wave I,4,Magic,20,Yes,"Magic attack, 20 Water damage to all foes. 95% accuracy.",5.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ocean Wave II,7,Magic,35,Yes,"Magic attack, 35 Water damage to all foes. 95% accuracy.",5.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ocean Wave III,10,Magic,65,Yes,"Magic attack, 65 Water damage to all foes. 95% accuracy.",6.5
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Idle Bubble,10,Magic,30,Yes,"Magic attack, 30 Water damage to one foe. Inflicts Sleep status effect.",3.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Bubbles,2,Magic,30,No,"Magic attack, 30 Water damage to one foe. 90% accuracy.",15.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Lullaby Bubble,5,Magic,55,No,"Magic attack, 55 Water damage to one foe. 10% chance of putting target to sleep.",11.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Marching Fishes,5,Physical,15,No,"1-3 physical attacks, 15 Water damage to all foes.",3.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Black Pearl Blast,5,Magic,25,No,"Magic attack, 25 Water damage to all foes.",5.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Blazing Ice,5,Magic,60,No,"Magic attack, 60 Water damage to one foe.",12.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Frozen Claw,20,Physical,0,No,"DEF-penetrating attack, Water damage to one foe.",0.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Freeze Fang,10,Physical,85,No,"Physical attack, 85 Water damage to one foe. 10% chance of increasing SPD by 10%.",8.5
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ice Blast,10,Magic,75,No,"Magic attack, 75 Water damage to one foe. 10% chance of reducing target's SPD by 10%.",7.5
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Crystal Cloud,10,Magic,30,No,"Magic attack, 30 Water damage to all foes.",3.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Sub-zero Ice Punch,10,Physical,80,No,"Physical attack, 80 Water damage to one foe. 10% chance of stunning target.",8.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Fist of Ice,15,Physical,110,No,"Physical attack, 110 Water damage to one foe. 15% chance of stunning target.",7.333333333333333
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Tidal Wave,15,Magic,65,No,"Magic attack, 65 Water damage to all foes.",4.333333333333333
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Arctic Blizzard,20,Physical,125,No,"Physical attack, 125 Water damage to one foe. 25% chance of stunning target.",6.25
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Sorrow Blue,40,Magic,0,No,"INT-penetrating attack, Water damage to all foes. 25% chance of putting target to sleep.",0.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Ice Wolf Claw,20,Physical,45,No,"2 physical attacks, 45 Water damage to all foes.",2.25
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,River of Power,20,Magic,120,No,"Magic attack, 120 Water damage to one foe.",6.0
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Fenrir Sword,15,Physical,130,No,"Physical attack, 130 Water damage to one foe. 15% chance of instantly killing target.",8.666666666666666
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Odin's Breath,25,Physical,105,No,"Physical attack, 105 Water damage to all foes. 10% chance of putting target to sleep.",4.2
58,Ikkakumon,Champion,Vaccine,Water,8,1,1330,84,118,102,94,90,Supreme Cannon,30,Magic,130,No,"Magic attack, 130 Water damage to one foe.",4.333333333333333
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Destruction Cannon I,3,Physical,65,Yes,"Physical attack, 65 Dark damage to one foe. 95% accuracy.",21.666666666666668
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Destruction Cannon II,6,Physical,85,Yes,"Physical attack, 85 Dark damage to one foe. 95% accuracy.",14.166666666666666
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Destruction Cannon III,9,Physical,105,Yes,"Physical attack, 105 Dark damage to one foe. 95% accuracy.",11.666666666666666
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Nightmare I,3,Magic,55,Yes,"Magic attack, 55 Dark damage to one foe. 95% accuracy.",18.333333333333332
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Nightmare II,6,Magic,75,Yes,"Magic attack, 75 Dark damage to one foe. 95% accuracy.",12.5
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Nightmare III,9,Magic,95,Yes,"Magic attack, 95 Dark damage to one foe. 95% accuracy.",10.555555555555555
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Hell Crusher I,4,Magic,20,Yes,"Magic attack, 20 Dark damage to all foes. 95% accuracy.",5.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Hell Crusher II,7,Magic,35,Yes,"Magic attack, 35 Dark damage to all foes. 95% accuracy.",5.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Hell Crusher III,10,Magic,65,Yes,"Magic attack, 65 Dark damage to all foes. 95% accuracy.",6.5
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Destruction,10,Physical,40,Yes,"Physical attack, 40 Dark damage to one foe. 10% chance to inflict Death.",4.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Crazy Giggle,5,Physical,75,No,"Physical attack, 75 Dark damage to one foe.",15.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Shiny Ring,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Alwatys hits.",14.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Cog Crusher,5,Physical,70,No,"Physical attack, 70 Dark damage to one foe. Always hits.",14.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Demi Darts,5,Physical,20,No,"Physical attack, 20 Dark damage to all foes, absorbs 5% into HP.",4.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Pummel Whack,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe.",9.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Data Crusher,10,Physical,90,No,"Physical attack, 90 Dark damage to one foe. 5% chance of instantly killing target.",9.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Night Raid,15,Magic,65,No,"Magic attack, 65 Dark damage to all foes, absorbs 15% into HP.",4.333333333333333
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Love Serenade,30,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 15% chance of paralyzing target.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Talisman of Light,15,Magic,105,No,"Magic attack, 105 Dark damage to one foe.",7.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Dark Pupil,15,Physical,110,No,"Physical attack, 110 Dark damage to one foe. 20% chance of poisoning target.",7.333333333333333
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Unidentified Flying Kiss,15,Magic,95,No,"Magic attack, 95 Dark damage to one foe. 15% chance of dotting target.",6.333333333333333
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Darkness Wave,15,Magic,35,No,"2 magic attacks, 35 Dark damage to all foes.",2.3333333333333335
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Megadeath,20,Magic,95,No,"Magic attack, 95 Dark damage to all foes.",4.75
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Venom Infusion,20,Physical,135,No,"Physical attack, 135 Dark damage to one foe. 30% chance of poisoning target.",6.75
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Demonic Disaster,25,Physical,140,No,"Physical attack, 140 Dark damage to one foe.",5.6
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Taizoukai Mandala,20,Magic,70,No,"Magic attack, 70 Dark damage to all foes. Cancel target's positive effects.",3.5
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Pandemonium Lost,25,Magic,80,No,"Magic attack, 80 Dark damage to all foes, absorbs 20% into HP.",3.2
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Dark Terra Force,20,Physical,100,No,"Physical attack, 100 Dark damage to all foes. 30% chance of increasing DEF by 20%.",5.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Double Impact,25,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. 90% accuracy.",0.8
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Eternal Nightmare,50,Magic,0,No,"INT-penetrating attack, Dark damage to all foes. 50% chance of putting target to sleep.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Banana Slip,20,Magic,115,No,"Magic attack, 115 Dark damage to one foe. 80% chance of stunning target.",5.75
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Phantom Pain,50,Magic,0,No,"INT-penetrating attack, triple Dark damage to one foe. 35% chance of poisoning target.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Spiral Masquerade,25,Physical,30,No,"4 physical attacks, 30 Dark damage to one foe. 30% chance of increasing SPD by 20%.",1.2
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Corona Destroyer,50,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe. Absorbs 20% of the damage as HP.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Dark Roar,15,Physical,130,No,"Physical attack, 130 Dark damage to one foe. 90% accuracy, tends to critical more often.",8.666666666666666
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Mourning Dance,20,Physical,20,No,"8 physical attacks, 20 Dark damage to one foe. Damage tends to fluctuate.",1.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Gift of Darkness,60,Physical,0,No,"DEF-penetrating attack, triple Dark damage to one foe.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Judecca Prison,25,Magic,115,No,"Magic attack, 115 Dark damage to one foe. Always hits and undoes any stat reductions.",4.6
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Black Aura Blast,25,Magic,110,No,"Magic attack, 110 Dark damage to one foe. Decrease target's DEF by 10%",4.4
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Black Tornado,40,Physical,0,No,"DEF-penetrating attack, double Dark damage to one foe.",0.0
59,Wizardmon,Champion,Data,Dark,8,1,690,138,74,79,143,118,Dark Prominence,30,Magic,0,No,INT-penetrating Dark attack to one foe. 50% chance of crystallizing target.,0.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Crescent Leaf I,3,Physical,65,Yes,"Physical attack, 65 Plant damage to one foe. 95% accuracy.",21.666666666666668
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Crescent Leaf II,6,Physical,85,Yes,"Physical attack, 85 Plant damage to one foe. 95% accuracy.",14.166666666666666
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Crescent Leaf III,9,Physical,105,Yes,"Physical attack, 105 Plant damage to one foe. 95% accuracy.",11.666666666666666
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Gaia Element I,3,Magic,55,Yes,"Magic attack, 55 Plant damage to one foe. 95% accuracy.",18.333333333333332
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Gaia Element II,6,Magic,75,Yes,"Magic attack, 75 Plant damage to one foe. 95% accuracy.",12.5
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Gaia Element III,9,Magic,95,Yes,"Magic attack, 95 Plant damage to one foe. 95% accuracy.",10.555555555555555
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Rune Forest I,4,Magic,20,Yes,"Magic attack, 20 Plant damage to all foes. 95% accuracy.",5.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Rune Forest II,7,Magic,35,Yes,"Magic attack, 35 Plant damage to all foes. 95% accuracy.",5.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Rune Forest III,10,Magic,65,Yes,"Magic attack, 65 Plant damage to all foes. 95% accuracy.",6.5
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Venom Trap,10,Physical,40,Yes,"Physical attack, 40 Plant damage to one foe. Inflicts Poison status effect.",4.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Poison Ivy,5,Physical,65,No,"Physical attack, 65 Plant damage to one foe. 10% chance of poisoning target.",13.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Seed Blast,5,Physical,15,No,"2 physical attacks, 15 Plant damage to all foes.",3.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Diamond Storm,5,Magic,25,No,"Magic attack, 25 Plant damage to all foes.",5.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Sticky Net,5,Physical,65,No,"Physical attack, 65 Plant damage to one foe. 30% chance of reducing target's SPD by 10%.",13.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Branch Drain,10,Physical,75,No,"Physical attack, 75 Plant damage to one foe, absorbs 20% into HP.",7.5
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Spiking Strike,20,Physical,0,No,"DEF-penetrating attack, Plant damage to one foe. Tends to critical more often.",0.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Needle Spray,10,Physical,40,No,"Physical attack, 40 Plant damage to all foes. 5% chance of paralyzing target.",4.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Cherry Bomb,15,Physical,65,No,"Physical attack, 65 Plant damage to all foes.",4.333333333333333
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Lila Shower,15,Magic,60,No,"Magic attack, 60 Plant damage to all foes. 20% chance of poisoning target.",4.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Flower Cannon,15,Magic,105,No,"Magic attack, 105 Plant damage to one foe.",7.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Dimension Scissor,40,Physical,0,No,"DEF-penetrating attack, double Plant damage to one foe. Tends to critical more often.",0.0
60,Woodmon,Champion,Virus,Plant,6,2,1480,74,109,103,89,88,Thorn Whip,20,Physical,120,No,"Physical attack, 120 Plant damage to one foe, absorbs 50% into HP. 15% chance of paralyzing target.",6.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Heavy Strike I,3,Physical,70,Yes,"Physical attack, 70 Neutral damage to one foe. 95% accuracy.",23.333333333333332
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Heavy Strike II,6,Physical,90,Yes,"Physical attack, 90 Neutral damage to one foe. 95% accuracy.",15.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Heavy Strike III,9,Physical,110,Yes,"Physical attack, 110 Neutral damage to one foe. 95% accuracy.",12.222222222222221
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Power Energy I,3,Magic,60,Yes,"Magic attack, 60 Neutral damage to one foe. 95% accuracy.",20.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Power Energy II,6,Magic,80,Yes,"Magic attack, 80 Neutral damage to one foe. 95% accuracy.",13.333333333333334
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Power Energy III,9,Magic,100,Yes,"Magic attack, 100 Neutral damage to one foe. 95% accuracy.",11.11111111111111
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mach Rush I,4,Physical,35,Yes,"Physical attack, 35 Neutral damage to all foes. 95% accuracy.",8.75
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mach Rush II,7,Physical,50,Yes,"Physical attack, 50 Neutral damage to all foes. 95% accuracy.",7.142857142857143
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mach Rush III,10,Physical,80,Yes,"Physical attack, 80 Neutral damage to all foes. 95% accuracy.",8.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Physical Drain,3,Physical,50,Yes,"Physical attack, 50 Neutral damage to one foe. Absorb 10% SP.",16.666666666666668
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Spirit Drain,3,Magic,40,Yes,"Magic attack, 40 Neutral damage to one foe. Absorb 10% SP.",13.333333333333334
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Character Reversal,10,Magic,30,Yes,"Magic attack, 30 Neutral damage to one foe. Inflicts Bug status effect.",3.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Heal,4,Support,0,Yes,Restores a little HP for one party member.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,X-Heal,8,Support,0,Yes,Restores HP for one party member.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Final Heal,16,Support,0,Yes,Restores a lot of HP for one party member.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Aura,10,Support,0,Yes,Restores a little HP for all party members.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,X-Aura,25,Support,0,Yes,Restores HP for all party members.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Final Aura,40,Support,0,Yes,Restores a lot of HP for all party members.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Revive,30,Support,0,Yes,Revive one fallen party member with 50% HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Perfect Revival,60,Support,0,Yes,Revive all fallen party members with full HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Poison,4,Support,0,Yes,Recover Poison from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Panic,4,Support,0,Yes,Recover Panic from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Paralysis,4,Support,0,Yes,Recover Paralyze from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Sleep,4,Support,0,Yes,Recover Sleep from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Stun,4,Support,0,Yes,Recover Stun from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Dot,4,Support,0,Yes,Recover Dot from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Anti-Bug,4,Support,0,Yes,Recover Bug from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Restore,8,Support,0,Yes,Remove all status effects from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Dispel,8,Support,0,Yes,Remove basic debuffs from one party member and restore some HP.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Attack Charge,6,Support,0,Yes,Increases ATK of one member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Attack Charge Field,20,Support,0,Yes,Increases ATK of all battle members by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Guard Charge,6,Support,0,Yes,Increases DEF of one member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Guard Charge Field,20,Support,0,Yes,Increases DEF of all battle members by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mental Charge,6,Support,0,Yes,Increases INT of one member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mental Charge Field,20,Support,0,Yes,Increases INT of all battle members by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Speed Charge,6,Support,0,Yes,Increases SPD of one member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Speed Charge Field,20,Support,0,Yes,Increases SPD of all battle members by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Hit Charge,6,Support,0,Yes,Increases ACC of one battle member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Agility Charge,6,Support,0,Yes,Increases EVA of one battle member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Critical Charge,6,Support,0,Yes,Increases CRIT of one battle member by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Attack Break,6,Support,0,Yes,Reduces ATK of one enemy by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Attack Break Field,20,Support,0,Yes,Reduces ATK of all enemies by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Guard Break,6,Support,0,Yes,Reduces DEF of one enemy by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Guard Break Field,20,Support,0,Yes,Reduces DEF of all enemies by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mental Break,6,Support,0,Yes,Reduces INT of one enemy by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mental Break Field,20,Support,0,Yes,Reduces INT of all enemies by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Speed Break,6,Support,0,Yes,Reduces SPD of one enemy by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Speed Break Field,20,Support,0,Yes,Reduces SPD of all enemies by 10%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Acceleration Boost,6,Support,0,Yes,Doubles damage output in the next turn.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Cross-Counter,6,Support,0,Yes,Counterattacks the enemy when you receive a physical attack.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Mirror Reflection,6,Support,0,Yes,Counterattacks the enemy when you receive a magic attack.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Status Barrier,16,Support,0,Yes,Make one member immune to all status effects.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Safety Guard,32,Support,0,Yes,Make one member endure all attacks that could kill you once.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Chain Plus,4,Support,0,Yes,Increase COMBO for one member by 50%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Chain Max,8,Support,0,Yes,Increase COMBO for one member by 100%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Chain Minus,4,Support,0,Yes,Reduce COMBO for one enemy by 50%.,0.0
61,ExVeemon,Champion,Free,Neutral,8,1,1030,118,104,94,94,118,Chain Loss,8,Support,0,Yes,Reduce COMBO for one enemy by 100%.,0.0
